Name,X,Y,Score,Timestamp
nose,446.29732370376587,53.20779025554657,0.3828606605529785,1711815900227
left_eye,494.84543561935425,21.127059012651443,0.44734522700309753,1711815900227
right_eye,412.84207701683044,14.849139600992203,0.32894402742385864,1711815900227
left_ear,546.9487404823303,29.353344440460205,0.5947577953338623,1711815900227
right_ear,337.03331232070923,17.433234751224518,0.29111745953559875,1711815900227
left_shoulder,520.6249189376831,172.48613476753235,0.5031858682632446,1711815900227
right_shoulder,284.3490590900183,75.66006302833557,0.28610843420028687,1711815900227
left_elbow,457.967711687088,392.916841506958,0.5950374007225037,1711815900227
right_elbow,290.2321171015501,284.26021099090576,0.08273543417453766,1711815900227
left_wrist,414.11494612693787,632.419867515564,0.604493260383606,1711815900227
right_wrist,403.6327874660492,636.3895797729492,0.36946889758110046,1711815900227
left_hip,387.12223529815674,264.24219846725464,0.178574338555336,1711815900227
right_hip,287.2731242328882,221.6306734085083,0.07571779191493988,1711815900227
left_knee,444.4444537162781,401.646466255188,0.06750290095806122,1711815900227
right_knee,304.10696506500244,340.33507347106934,0.18027597665786743,1711815900227
left_ankle,788.1928634643555,699.0322494506836,0.47337937355041504,1711815900227
right_ankle,779.6167469024658,706.0701084136963,0.3724418580532074,1711815900227
nose,679.3518940737299,-11.770924382808737,0.2284393608570099,1711815900342
left_eye,681.6159900946155,-26.27378448045643,0.20083284378051758,1711815900342
right_eye,662.3167821576826,-30.838297998785336,0.14151053130626678,1711815900342
left_ear,661.6478387742887,-29.12074349907425,0.10804379731416702,1711815900342
right_ear,609.5536590207442,-55.62098101175473,0.060798294842243195,1711815900342
left_shoulder,670.8174272062129,27.673682595657056,0.7588629722595215,1711815900342
right_shoulder,507.93277393613425,-8.491478063300708,0.45323580503463745,1711815900342
left_elbow,707.8395205284124,235.97902965633048,0.6202486157417297,1711815900342
right_elbow,356.84590486920024,206.2027272642482,0.8139308094978333,1711815900342
left_wrist,729.1595546005017,430.64455460585816,0.7749960422515869,1711815900342
right_wrist,361.37979067214843,464.5031064729485,0.7149538397789001,1711815900342
left_hip,546.5774303640292,368.3925277813902,0.6286832094192505,1711815900342
right_hip,424.2786145031308,352.68313334333067,0.682280421257019,1711815900342
left_knee,590.1011987776371,689.7863457818826,0.5974559783935547,1711815900342
right_knee,430.34244252691667,676.7153530720072,0.3609149158000946,1711815900342
left_ankle,573.7830234620161,679.5410145705296,0.04240197688341141,1711815900342
right_ankle,381.7975968117694,592.3435511828791,0.21341906487941742,1711815900342
