Name,X,Y,Score,Timestamp
nose,851.5518760681152,46.13866746425629,0.48482394218444824,1711815895036
left_eye,917.5748586654663,7.2337909787893295,0.16815225780010223,1711815895036
right_eye,806.2591934204102,0.2734326012432575,0.07452117651700974,1711815895036
left_ear,957.4920511245728,5.122167281806469,0.2747088074684143,1711815895036
right_ear,676.5017747879028,-4.753144606947899,0.09109519422054291,1711815895036
left_shoulder,913.6926507949829,213.18147897720337,0.6002696752548218,1711815895036
right_shoulder,477.5429344177246,112.65209197998047,0.6198566555976868,1711815895036
left_elbow,845.7425546646118,512.7823162078857,0.7970556020736694,1711815895036
right_elbow,298.7889814376831,486.6211223602295,0.025876017287373543,1711815895036
left_wrist,787.3648548126221,712.7054643630981,0.11033070832490921,1711815895036
right_wrist,519.0869188308716,513.4495639801025,0.06472083926200867,1711815895036
left_hip,559.0834403038025,636.3069677352905,0.21263885498046875,1711815895036
right_hip,331.85715317726135,600.1225090026855,0.3205742835998535,1711815895036
left_knee,662.1631574630737,722.7035808563232,0.10039400309324265,1711815895036
right_knee,498.66138219833374,695.8243703842163,0.025092847645282745,1711815895036
left_ankle,551.7471051216125,550.2107620239258,0.0423009991645813,1711815895036
right_ankle,295.7269608974457,693.79310131073,0.0430675633251667,1711815895036
nose,1241.363665947201,175.05300230885786,0.6065661907196045,1711815895104
left_eye,1265.8896900835994,114.75145073594507,0.44157981872558594,1711815895104
right_eye,1193.227499870622,72.02321675479456,0.5340074896812439,1711815895104
left_ear,1177.9185185300164,49.96078536383639,0.4351629316806793,1711815895104
right_ear,961.346425419779,-11.121264352876427,0.297108918428421,1711815895104
left_shoulder,843.2949490651039,249.19400100426222,0.21010412275791168,1711815895104
right_shoulder,774.5626892969858,210.1051027981342,0.12060624361038208,1711815895104
left_elbow,796.2243326923004,682.8026230936301,0.15719597041606903,1711815895104
right_elbow,716.2973371701627,693.9334587671119,0.08755553513765335,1711815895104
left_wrist,854.4063523485999,680.8780375526134,0.06976728141307831,1711815895104
right_wrist,833.2335760068509,673.2855087163191,0.06218579411506653,1711815895104
left_hip,361.70150633384037,697.2918552915228,0.1282922625541687,1711815895104
right_hip,230.65473703709486,684.8294256988862,0.18206864595413208,1711815895104
left_knee,879.3708051701046,703.0829452073651,0.1107889786362648,1711815895104
right_knee,910.7218153817865,710.8644512071493,0.14681370556354523,1711815895104
left_ankle,534.5546290194395,717.1648874717548,0.030008986592292786,1711815895104
right_ankle,826.0979528169069,678.3577934495137,0.06892304867506027,1711815895104
nose,1249.785044246859,144.54313430421897,0.5246144533157349,1711815895159
left_eye,1263.7620822180916,90.9386187247318,0.473734587430954,1711815895159
right_eye,1200.9841061691473,54.98635387024624,0.5821908712387085,1711815895159
left_ear,1151.8610039377795,43.590332889654874,0.3350942134857178,1711815895159
right_ear,941.4689023540084,-11.079198536777358,0.295316606760025,1711815895159
left_shoulder,869.1084761919002,288.6674359320402,0.2568650543689728,1711815895159
right_shoulder,740.9264503205864,147.57423177057888,0.24925833940505981,1711815895159
left_elbow,809.1983338496665,709.2760483366355,0.15194714069366455,1711815895159
right_elbow,555.8960070051241,679.5209432590389,0.14907468855381012,1711815895159
left_wrist,883.3009338940549,698.5303998775905,0.21470652520656586,1711815895159
right_wrist,536.5131989330437,685.5621962761945,0.06793394684791565,1711815895159
left_hip,356.3627207567009,671.5748065033994,0.13132962584495544,1711815895159
right_hip,172.84762873715897,603.8276675255122,0.2849503457546234,1711815895159
left_knee,819.9046706276047,709.9693840869741,0.11066510528326035,1711815895159
right_knee,882.7046515395638,719.2708983863123,0.06709358096122742,1711815895159
left_ankle,519.4978516618655,689.9690387424287,0.04708738252520561,1711815895159
right_ankle,793.5918862105497,690.6868524746725,0.05140635743737221,1711815895159
nose,1255.12317474828,144.68250067515604,0.4980422854423523,1711815895211
left_eye,1270.8522194156403,88.08799648000722,0.40492719411849976,1711815895211
right_eye,1205.3845664035023,46.527899098188115,0.5204094052314758,1711815895211
left_ear,1180.7885592301268,29.249800874611648,0.40537649393081665,1711815895211
right_ear,932.2574039086285,-16.48836216578636,0.2738875150680542,1711815895211
left_shoulder,867.7962631081655,313.61311281495784,0.24289603531360626,1711815895211
right_shoulder,731.8137318716134,191.25919103440583,0.19581659138202667,1711815895211
left_elbow,752.127835422587,701.0742330596102,0.18700845539569855,1711815895211
right_elbow,522.0289195115013,682.2147910136348,0.16842864453792572,1711815895211
left_wrist,890.003074718936,703.4354254658975,0.18084174394607544,1711815895211
right_wrist,515.9911139030643,693.2187091963747,0.08525250852108002,1711815895211
left_hip,229.84195005655914,585.0268759345878,0.2964499890804291,1711815895211
right_hip,173.04287730230345,605.0425675134676,0.2613941729068756,1711815895211
left_knee,744.9123995751752,697.9003785281141,0.14451205730438232,1711815895211
right_knee,851.1773656690502,698.5570007709445,0.06410021334886551,1711815895211
left_ankle,495.1240739672463,697.0510682598783,0.04161571338772774,1711815895211
right_ankle,505.56482892109153,695.4594641095737,0.06971356272697449,1711815895211
nose,1252.73373358815,147.90332928336494,0.4976760149002075,1711815895287
left_eye,1262.6699883353385,78.82797878054109,0.5316724181175232,1711815895287
right_eye,1209.7565253308348,52.83659734359728,0.5159114599227905,1711815895287
left_ear,1131.0489943837651,25.087039189838634,0.368967205286026,1711815895287
right_ear,938.3333874871398,-12.161934003312338,0.3288761377334595,1711815895287
