Name,X,Y,Score,Timestamp
nose,461.6994094848633,329.187593460083,0.30979278683662415,1711815920901
left_eye,512.6485919952393,286.406556814909,0.12361253798007965,1711815920901
right_eye,402.0323181152344,287.1667545288801,0.22706766426563263,1711815920901
left_ear,632.6704931259155,284.1960933804512,0.07368949800729752,1711815920901
right_ear,307.39537954330444,279.7567700780928,0.15432892739772797,1711815920901
left_shoulder,679.8873281478882,433.3985698223114,0.09508992731571198,1711815920901
right_shoulder,199.24115896224976,470.42272090911865,0.5877068638801575,1711815920901
left_elbow,696.6522073745728,850.0070524215698,0.3074311316013336,1711815920901
right_elbow,73.94550383090973,793.0526828765869,0.10510676354169846,1711815920901
left_wrist,699.6262836456299,882.2572898864746,0.1270093023777008,1711815920901
right_wrist,65.13052582740784,814.6932601928711,0.07934302091598511,1711815920901
left_hip,566.2659931182861,924.9828195571899,0.5386970043182373,1711815920901
right_hip,311.0346007347107,929.772515296936,0.42983278632164,1711815920901
left_knee,695.548939704895,973.1450366973877,0.030244560912251472,1711815920901
right_knee,280.46926259994507,976.6482591629028,0.03541455790400505,1711815920901
left_ankle,673.3701610565186,988.7597846984863,0.03125709295272827,1711815920901
right_ankle,446.0929870605469,1016.6343307495117,0.01557979267090559,1711815920901
nose,484.0008858984042,332.0853242665015,0.7403317093849182,1711815920946
left_eye,580.7206336423,227.5698738615549,0.46679848432540894,1711815920946
right_eye,403.67073570891586,211.56193126311518,0.6922993063926697,1711815920946
left_ear,685.0299380526732,199.77502509884368,0.5083556175231934,1711815920946
right_ear,297.33326719104934,172.9018654751584,0.7455159425735474,1711815920946
left_shoulder,684.279530026815,430.43980351377763,0.6961708068847656,1711815920946
right_shoulder,159.73291970565128,431.864309989744,0.8417352437973022,1711815920946
left_elbow,685.673329514514,839.3656552824483,0.8391947746276855,1711815920946
right_elbow,63.48744215612961,926.9344264622647,0.5474629402160645,1711815920946
left_wrist,596.0277232854538,1130.2378600980833,0.792028546333313,1711815920946
right_wrist,37.421874751134375,1247.4516730501323,0.4912583529949188,1711815920946
left_hip,530.7635397889179,849.4353567338054,0.7727353572845459,1711815920946
right_hip,289.32550526058367,863.3924947508889,0.72101891040802,1711815920946
left_knee,565.4671611037767,1251.587535819855,0.4834950566291809,1711815920946
right_knee,268.40216587711484,1255.7840277499317,0.5831044912338257,1711815920946
left_ankle,548.9951076648047,1157.0703030252812,0.6529390215873718,1711815920946
right_ankle,271.34861611921156,1204.905862820481,0.2841198742389679,1711815920946
nose,488.12424747785457,332.4642114596684,0.672818660736084,1711815920983
left_eye,584.7151971936147,226.63467608055527,0.48113080859184265,1711815920983
right_eye,405.6617358842698,207.05879984445335,0.6731874942779541,1711815920983
left_ear,683.0252524785549,208.94329295140156,0.5456008315086365,1711815920983
right_ear,296.6038872685695,170.3770683715424,0.7463490962982178,1711815920983
left_shoulder,686.0027883473464,436.38350611650935,0.704656183719635,1711815920983
right_shoulder,157.10863805109014,432.48545388885503,0.8466506600379944,1711815920983
left_elbow,686.1801837036073,849.4228318105318,0.6614378094673157,1711815920983
right_elbow,59.80298795139124,928.771003176298,0.4602240025997162,1711815920983
left_wrist,593.3522308295019,1135.4875152018067,0.7961341738700867,1711815920983
right_wrist,36.54771640028353,1248.0809818792354,0.404316246509552,1711815920983
left_hip,528.4965854625004,847.9514262268696,0.7523409724235535,1711815920983
right_hip,287.31954195075906,859.3278677178954,0.8590179085731506,1711815920983
left_knee,547.3552218178362,1248.3854816614642,0.5067079663276672,1711815920983
right_knee,263.11808665700397,1260.382401251061,0.5918833017349243,1711815920983
left_ankle,545.3644402378286,1162.425148741584,0.670211136341095,1711815920983
right_ankle,271.07552891362093,1213.8277792851095,0.2612021565437317,1711815920983
nose,490.2221778113312,332.5506595267452,0.5382092595100403,1711815921018
left_eye,586.317936805056,227.3611954860129,0.3950100243091583,1711815921018
right_eye,406.43139071107726,206.2729677906176,0.6627742648124695,1711815921018
left_ear,681.310471000178,209.16067021889478,0.5205311179161072,1711815921018
right_ear,296.23337921552263,167.7695586769973,0.7365911602973938,1711815921018
left_shoulder,696.9136036454205,408.05426783944733,0.5956950187683105,1711815921018
right_shoulder,156.3873763710775,433.1966754455845,0.844609260559082,1711815921018
left_elbow,683.5042877379983,846.9536165936029,0.841998815536499,1711815921018
right_elbow,59.85319937357979,917.8104239850041,0.2699122130870819,1711815921018
left_wrist,592.7329791596776,1135.5021023861336,0.8155141472816467,1711815921018
right_wrist,35.302131452702525,1249.7462365267695,0.4988541603088379,1711815921018
left_hip,527.099523937511,846.1935891950067,0.7167249917984009,1711815921018
right_hip,287.3882508376823,856.3184070512488,0.847748875617981,1711815921018
left_knee,556.3237966536364,1254.9384337956415,0.45622071623802185,1711815921018
right_knee,273.9724651293431,1255.3275486020816,0.5609772801399231,1711815921018
left_ankle,544.427161940967,1161.8393789426354,0.6631361842155457,1711815921018
right_ankle,265.51397279183743,1222.130504142746,0.22511893510818481,1711815921018
nose,490.36599710964197,332.82987762896687,0.5306491851806641,1711815921057
left_eye,587.8569265416514,227.7015288229017,0.47993382811546326,1711815921057
right_eye,407.0726727935492,207.0925978203941,0.6649376153945923,1711815921057
left_ear,680.1776730408982,210.1281719882951,0.5299716591835022,1711815921057
right_ear,294.29485196010086,169.55301650290025,0.7811263203620911,1711815921057
left_shoulder,695.0950348144089,406.4414169434013,0.7201118469238281,1711815921057
right_shoulder,154.29130468391637,436.24456705103165,0.8629976511001587,1711815921057
left_elbow,684.0612246354723,842.4313451807659,0.8382762670516968,1711815921057
right_elbow,60.35980550884316,918.407527619517,0.2864210903644562,1711815921057
left_wrist,588.7548652167286,1135.5359042378818,0.7485730648040771,1711815921057
right_wrist,35.18448991118679,1248.3519838784055,0.33039453625679016,1711815921057
left_hip,527.8522570337927,845.0065833595035,0.7211206555366516,1711815921057
right_hip,287.1647102300607,856.7317403319236,0.8522688746452332,1711815921057
left_knee,559.4908117965978,1255.7161557323534,0.43603238463401794,1711815921057
right_knee,274.72637578606873,1252.8235239403543,0.5305017232894897,1711815921057
left_ankle,532.0913447852017,1165.8941497895069,0.6659193634986877,1711815921057
right_ankle,268.5743966747881,1219.7983841056102,0.20871935784816742,1711815921057
nose,487.7249584674501,334.4917538247688,0.6813380718231201,1711815921088
left_eye,586.4061664450319,227.87515563700663,0.48348814249038696,1711815921088
right_eye,406.70878345293534,206.39287447275254,0.7002203464508057,1711815921088
left_ear,685.6742395207938,202.1440210446985,0.5146864652633667,1711815921088
right_ear,293.0353014733814,165.60735147957897,0.7674962282180786,1711815921088
left_shoulder,696.7000960736067,407.0279072942952,0.5640488266944885,1711815921088
right_shoulder,151.00049804170598,431.14968189584005,0.8087758421897888,1711815921088
left_elbow,684.025287647458,846.8136651008613,0.8717224597930908,1711815921088
right_elbow,52.22061895174424,926.3804927035101,0.3602635860443115,1711815921088
left_wrist,586.8775700149442,1134.6782248666195,0.7572113871574402,1711815921088
right_wrist,37.128291671446085,1248.7265992385887,0.3315664529800415,1711815921088
left_hip,527.8600202682113,846.1390810674793,0.7360609769821167,1711815921088
right_hip,285.5971503271397,857.6453421098611,0.8538511991500854,1711815921088
left_knee,543.769267088707,1250.870245431831,0.520920991897583,1711815921088
right_knee,273.5296628116018,1251.8059954300743,0.5531322360038757,1711815921088
left_ankle,529.2649924175429,1165.9280100922294,0.6673811078071594,1711815921088
right_ankle,272.6776275012297,1251.835005297581,0.2758454978466034,1711815921088
nose,485.1175020852783,335.04463652738207,0.7075850963592529,1711815921118
left_eye,583.3809794685094,227.99913217614443,0.4904361367225647,1711815921118
right_eye,406.26649747332965,207.43041874990897,0.6896930932998657,1711815921118
left_ear,684.6532082604529,201.22532648204026,0.5718501210212708,1711815921118
right_ear,293.17450379738676,166.69928231918252,0.7707470655441284,1711815921118
left_shoulder,699.3632096241819,407.3145747276829,0.6392235159873962,1711815921118
right_shoulder,150.68443027703492,429.92494011851187,0.8043824434280396,1711815921118
left_elbow,684.0780552419837,842.8532053625386,0.8637757897377014,1711815921118
right_elbow,53.06019016715929,927.9210334078954,0.36800146102905273,1711815921118
left_wrist,585.9799335801309,1134.0386237318382,0.7552823424339294,1711815921118
right_wrist,37.32146241238213,1250.2497340776804,0.479922354221344,1711815921118
left_hip,527.1627066849156,846.8461064818596,0.7348645925521851,1711815921118
right_hip,284.0881701653585,856.7254024126295,0.852824330329895,1711815921118
left_knee,544.8444367779274,1251.6156934950893,0.48904430866241455,1711815921118
right_knee,273.3071977648015,1252.4989701148431,0.5221746563911438,1711815921118
left_ankle,513.583668506815,1167.5993702430428,0.6449291110038757,1711815921118
right_ankle,272.9704455263812,1252.7025180060818,0.28434401750564575,1711815921118
nose,484.8175679270049,334.8076608491976,0.7048745155334473,1711815921150
left_eye,583.2994325548186,227.6505546040019,0.4658682346343994,1711815921150
right_eye,405.8164891877678,207.9593889926851,0.7033140659332275,1711815921150
left_ear,684.1883625111429,201.11855556741207,0.5657244920730591,1711815921150
right_ear,293.35378603834266,166.30963092386807,0.7716126441955566,1711815921150
left_shoulder,700.0037240340775,405.54357382359603,0.6556630730628967,1711815921150
right_shoulder,149.77776515207788,430.5057969739067,0.7905774712562561,1711815921150
left_elbow,687.2076178501117,848.3302857928915,0.6387678980827332,1711815921150
right_elbow,45.98051151458005,949.002033973067,0.41347959637641907,1711815921150
left_wrist,585.9946982721741,1134.2103417460878,0.770074725151062,1711815921150
right_wrist,36.81272742671481,1250.099139152937,0.4363780915737152,1711815921150
left_hip,525.3840480112543,848.755828986938,0.7156199812889099,1711815921150
right_hip,282.42077890384303,861.366444226055,0.7559220790863037,1711815921150
left_knee,548.4149254584694,1255.38056174954,0.3129616379737854,1711815921150
right_knee,274.71805528548254,1253.978925594252,0.4542432427406311,1711815921150
left_ankle,512.0907340811817,1169.3269025079048,0.6259848475456238,1711815921150
right_ankle,267.4778812250153,1221.155833783216,0.25323835015296936,1711815921150
nose,485.78746420850365,331.81270645580616,0.6902222633361816,1711815921183
left_eye,584.7088810569145,221.14920535215765,0.5546579957008362,1711815921183
right_eye,406.91266712662434,207.7562397551964,0.717435896396637,1711815921183
left_ear,683.7384162161466,201.77106780133076,0.6240115165710449,1711815921183
right_ear,301.29465370367035,166.36569787312902,0.7099343538284302,1711815921183
left_shoulder,699.386460801594,406.7312634742343,0.632211446762085,1711815921183
right_shoulder,149.61159117322833,431.3693836716344,0.7785364985466003,1711815921183
left_elbow,685.4309805904567,847.3569294935293,0.8701130151748657,1711815921183
right_elbow,44.99302494796553,950.6004505109806,0.4350581169128418,1711815921183
left_wrist,586.536232491944,1133.916514831617,0.7849656939506531,1711815921183
right_wrist,37.428187978053835,1249.319622731197,0.3373396396636963,1711815921183
left_hip,523.3336607565675,849.2573782247555,0.679067075252533,1711815921183
right_hip,280.77042725269854,863.0942560686019,0.7617312669754028,1711815921183
left_knee,546.8618979227581,1252.4491538567588,0.4435056149959564,1711815921183
